Nodes;Addjested Nodes
3640315286;{3954690439,3955865669,3955865683,}
3640901893;{1245175288,1245175123,3640901894,}
3640901894;{3640901900,3640901893,}
3640901895;{3640901896,3640901900,}
3640901896;{3640901899,4117158224,3640901895,}
3640901897;{1245175209,1432866410,4117158224,}
3640901898;{4117099756,3640901908,}
3640901899;{3640901896,4117099756,}
3640901900;{4117099699,3640901895,3640901894,}
3640901901;{3640901902,4117099699,}
3640901902;{3640901903,3640901901,}
3640901903;{3640901904,3640901902,}
3640901904;{3640901905,3640901903,}
3640901905;{3640901906,3640901904,}
3640901906;{3640901907,3640901905,}
3640901907;{3640901906,}
3640901908;{3640901898,}
3641294203;{4423910190,}
3646574093;{3646574094,265663218,4851793221,}
3646574094;{3646574093,}
3646600252;{3646600259,3646600261,}
3646600257;{3646600260,}
3646600258;{4976813140,2950032652,4976813141,4551920325,}
3646600259;{1093784475,3646600260,4551920323,3646600252,}
3646600260;{3646600257,3646600259,}
3646600261;{3646600262,3646600265,3646600252,}
3646600262;{3646600263,3646600261,}
3646600263;{3646600266,3646600262,}
3646600264;{3646600266,}
3646600265;{4551920324,3646600266,3646600261,}
3646600266;{3646600264,3646600263,3646600265,}
3646961240;{3646961241,}
3646961241;{4470661580,3646961240,}
3646961242;{3646961243,4470661580,}
3646961243;{3646961244,3646961242,}
3646961244;{314584938,2947340177,3646961243,}
3646961270;{3646961271,4764581353,4764581345,}
3646961271;{3646961270,4232032300,3646961283,4232032302,}
3646961272;{3646961282,3646961273,3646961283,}
3646961273;{3646961274,3646961272,}
3646961274;{3646961275,3646961273,}
3646961275;{5103789689,3646961274,}
3646961276;{3646961281,5103789689,}
3646961277;{1325041664,3646961281,}
3646961281;{3646961277,3646961276,}
3646961282;{5143331241,3646961272,}
3646961283;{3646961284,3646961272,3646961271,}
3646961284;{3646961283,}
3647011793;{3647011794,4700926453,}
3647011794;{1113271816,3647011793,4508931269,}
3647011795;{2960100275,2960100272,4508931270,}
3647017588;{4644027214,}
3647017592;{4652809020,461883131,}
3649524234;{3649524235,4780136943,}
3649524235;{3649524236,3649524234,}
3649524236;{3649524237,3649524235,}
3649524237;{3649524238,3649524236,}
3649524238;{3649524239,3649524237,}
3649524239;{3649524238,}
3649524244;{3649524247,}
3649524245;{2739711394,429402396,3649524246,}
3649524246;{3649524247,3649524245,}
3649524247;{3649524244,3649524246,}
3649524252;{3649524253,4930837964,3649524260,}
3649524253;{471512493,4303194798,3649524252,}
3649524254;{2701317283,2701317267,3649524257,}
3649524255;{3649524260,3649524257,4930837959,}
3649524257;{3649524255,3649524254,3649524259,}
3649524258;{4930837965,3735775961,3649524259,}
3649524259;{3649524258,3649524257,3649524260,}
3649524260;{3649524252,3649524255,3649524259,}
3650854562;{3650854563,4117158408,}
3650854563;{3650854564,3650854562,}
3650854564;{3650854565,3650854563,}
3650854565;{3650854564,2326815094,3651016340,}
3650868663;{3650868664,3079732154,}
3650868664;{3650868665,3650868663,}
3650868665;{3650868664,}
3651004233;{1245136446,1081868966,4665837524,}
3651004234;{3651004235,4665837524,}
3651004235;{3651004236,3651004234,}
3651004236;{3651004237,3651004235,}
3651004237;{3651004238,3651004236,}
3651004238;{3651004239,3651004237,}
3651004239;{3651004240,3651004238,}
3651004240;{3651004241,3651004239,}
3651004241;{3651004242,3651004240,}
3651004242;{3651004243,3651004241,}
3651004243;{4665837411,3651004242,}
3651004244;{3651004245,4665837411,}
3651004245;{3651004246,3651004244,}
3651004246;{3651004247,3651004245,}
3651004247;{3651004248,3651004246,}
3651004248;{3651004249,3651004247,}
3651004249;{3651004250,3651004248,}
3651004250;{3651004251,3651004249,4665837422,}
3651004251;{3651004252,3651004250,4665837410,}
3651004252;{4665837406,3651004251,}
3651004253;{3651004254,4665837406,}
3651004254;{3651004255,3651004253,}
3651004255;{3651004256,3651004254,4665837384,}
3651004256;{3651004257,3651004255,}
3651004257;{3651004258,3651004256,}
3651004258;{3651004259,3651004257,}
3651004259;{3651004260,3651004258,}
3651004260;{3651004261,3651004259,}
3651004261;{4665837432,3651004260,4665837433,}
3651004262;{3651004263,4665837432,}
3651004263;{3651004264,3651004262,}
3651004264;{4117099298,3651004263,}
3651016340;{3651016341,2326815104,3650854565,3673246277,}
3651016341;{2326815094,2326815097,3651016340,}
3651284965;{3651284975,2959378732,4568867707,}
3651284967;{3651284968,3651284970,4544577769,}
3651284968;{3651284969,3651284967,}
3651284969;{3651284968,3651284976,3651284974,}
3651284970;{3651284967,3651284980,}
3651284971;{3651284979,3651284972,}
3651284972;{3651284971,3651284973,}
3651284973;{3651284972,3651284974,}
3651284974;{3651284973,3651284969,1088243180,}
3651284975;{4544577769,3651284965,}
3651284976;{4544577771,3651284969,4544577770,}
3651284977;{1088243245,4544577771,}
3651284978;{2959379333,4544577770,}
3651284979;{3651284980,3651284971,}
3651284980;{3651284970,3651284979,}
3652964633;{3942713731,3942713715,}
3652964664;{3652964667,}
3652964667;{3652964664,3652964670,}
3652964670;{3652964667,3652964674,}
3652964671;{265663759,1237771155,}
3652964674;{3652964670,3954741915,}
3652964675;{3954741919,3652964676,}
3652964676;{3652964675,3942719967,}
3652964679;{3652964682,1292101634,3942719969,}
3652964681;{3942719967,3942719985,}
3652964682;{3786266438,3652964679,}
3652964683;{3942719978,3652964686,}
3652964684;{3942719985,3652964686,}
3652964685;{3652964687,3747391579,}
3652964686;{3652964683,3652964687,3652964684,}
3652964687;{3652964685,3652964686,1292101615,}
3652999555;{3153847005,3153847029,}
3652999556;{3955894007,3153847031,}
3652999560;{3153847026,3153847034,}
3654786738;{3654786739,364094328,}
3654786739;{3654786740,3654786738,}
3654786740;{3654786741,3654786739,}
3654786741;{3654786742,3654786740,}
3654786742;{3654786743,3654786741,}
3654786743;{3654786744,3654786742,}
3654786744;{3654786745,3654786743,}
3654786745;{3654786746,3654786744,}
3654786746;{3654786745,}
3662779386;{4470661967,2554224335,4161740842,4470661908,}
3662791924;{1446906445,1446906462,}
3662802026;{1324830801,1324830781,1446839552,}
3662802027;{1446839562,1446839554,1446839566,}
3662802028;{1446839558,1446839569,1446915561,}
3662802029;{1446839568,1446839556,3662802030,}
3662802030;{3662802031,3662802029,}
3662802031;{1446839375,1446839354,3662802030,}
3662802032;{1446915538,1446915559,}
3662802033;{3662802034,1446906354,}
3662802034;{3662802035,3662802033,}
3662802035;{3662802036,3662802034,}
3662802036;{1446906338,1446906361,3662802035,}
3662802037;{4683889722,1446887123,1446982537,}
3662802038;{1446982193,1446982485,}
3662802039;{2980701485,2973947987,3662802040,}
3662802040;{3662802041,3662802039,}
3662802041;{4418010880,3662802040,}
3662802042;{4418010882,4418010880,}
3662802043;{469937132,4418010882,}
3662802044;{265664850,272500473,3662802045,}
3662802045;{1446887084,3662802044,}
3662802046;{1446887134,3662802052,}
3662802051;{1446982381,1446982369,3662802052,}
3662802052;{3662802046,4683889920,3662802051,}
3662802053;{1446906459,1446906350,1324830761,}
3662802054;{3662802055,1446906363,}
3662802055;{3662802056,3662802054,}
3662802056;{3662802057,3662802055,}
3662802057;{1446906443,1446906432,3662802056,}
3662802058;{1446906318,3355441308,3355441306,}
3662802059;{3662802060,3355441306,}
3662802060;{3662802061,3662802059,}
3662802061;{3662802062,3662802060,}
3662802062;{3662802063,3662802061,}
3662802063;{1446915523,3662802062,}
3662806625;{1446839345,1446906454,}
3671967267;{3671967268,3671967283,3686111986,}
3671967268;{3671967272,3671967267,}
3671967269;{3671967277,3671967270,}
3671967270;{3671967269,3671967271,}
3671967271;{3671967270,3070315772,}
3671967272;{3671967273,3671967268,}
3671967273;{3671967274,3671967272,}
3671967274;{3671967275,3671967273,}
3671967275;{3671967276,3671967274,}
3671967276;{3671967284,3671967275,}
3671967277;{3671967278,3671967269,}
3671967278;{3671967279,3671967277,}
3671967279;{3671967280,3671967278,}
3671967280;{3671967281,3671967279,}
3671967281;{3671967282,3671967280,}
3671967282;{3671967283,3671967281,}
3671967283;{3671967267,3671967282,}
3671967284;{3070315772,3671967276,}
3673185364;{3673185365,2326815120,}
3673185365;{2326815121,3673185364,}
3673246277;{3673246278,3651016340,}
3673246278;{3673246279,3673246277,}
3673246279;{3673246280,3673246278,}
3673246280;{3673246281,3673246279,}
3673246281;{3079732152,2326815105,3673246280,}
3673923518;{3070315757,3079732160,2621871607,2908425919,}
3673925653;{3070315755,}
3673925654;{2326815111,2326815116,}
3674000096;{2326815111,3070315755,}
3684472401;{1200718394,1200718387,}
3684472402;{1200718387,2104986276,}
3684472403;{1228983338,1201618718,}
3684472408;{1228983309,1228983353,}
3684472414;{1201546572,2104982589,5456925001,}
3684472526;{1201546664,1201546553,}
3684472531;{5456924492,1201312553,}
3684571081;{476627855,1228983405,}
3684571082;{1200718352,3684571083,}
3684571083;{3684571082,1200718369,}
3684571084;{3684571085,476627811,}
3684571085;{3684571089,3684571084,}
3684571086;{1200718369,3684571087,}
3684571087;{3684571086,1200718444,}
3684571088;{1200718444,1200718380,}
3684571089;{476627867,3684571085,}
3684571090;{3684571091,476627867,}
3684571091;{476628288,3684571090,}
3684571092;{3684571094,476628288,}
3684571093;{1225163300,1164186334,}
3684571094;{3082872709,3684571092,}
3684571096;{2104982489,2104982487,}
3684571097;{476628287,3082872709,}
3684571098;{2104982496,2104982494,}
3684571099;{476628297,3684571100,}
3684571100;{3684571099,1116774402,}
3684571108;{1201607604,1201607716,}
3684571111;{1201607772,1201607749,}
3684571116;{1201607532,1201607727,}
3684571118;{1201660874,1228872883,}
3684571119;{2105817277,2105817243,}
3684580326;{3684580339,1201660886,}
3684580334;{1201546430,1201546718,}
3684580339;{1201660881,3684580326,}
3684580342;{2105817339,1228874847,}
3684580343;{1201546718,1201607525,}
3684580347;{1228983266,476628403,}
3684580350;{1201546429,1201546740,}
3684580357;{1228983401,2105817400,}
3684580361;{2105817418,2105817427,}
3684580368;{2105817447,1228872971,}
3684580370;{476628403,1228983334,}
3684580372;{1228872971,1228872939,}
3684580376;{1228872989,1228872996,}
3684580387;{1228983334,1228983275,}
3684580388;{1228983275,476628425,}
3686111974;{3070315788,3070315806,3070315791,}
3686111979;{3070315788,}
3686111985;{3070315798,3070315804,}
3686111986;{3671967267,}
3687071677;{1226661311,50414713,}
3687071684;{1890137541,50414735,}
3695901847;{3630546329,3630546328,}
3696380341;{4762768941,4762768942,}
3696380343;{319733471,319733470,}
3697595563;{3697595572,3697595612,}
3697595564;{3697604966,3697595609,3697595611,}
3697595572;{3697595599,3697595563,}
3697595574;{3697595588,3697598249,}
3697595580;{3697598238,3697595623,}
3697595583;{3697595624,3697595615,}
3697595588;{3697598259,3697595574,}
3697595599;{3697598230,3697595572,}
3697595601;{3697595623,3697595624,}
3697595602;{3697595611,3697604978,}
3697595609;{3697598247,3697595564,}
3697595611;{3697604963,3697595564,3697595602,}
3697595612;{3697595563,5413227556,}
3697595613;{3697598239,}
3697595615;{3697595583,3697598239,}
3697595623;{3697595580,3697595601,}
3697595624;{3697595601,3697595583,}
3697598230;{3697595599,}
3697598237;{3697598255,3697598260,}
3697598238;{3697595580,3697598253,1326828457,}
3697598239;{3697595615,3697595613,}
3697598247;{3697595609,2959456504,265664380,}
3697598249;{3697595574,3697598255,}
3697598253;{3697598260,3697598238,}
3697598255;{3697598249,3697598237,}
3697598258;{5413227556,3697598259,}
3697598259;{3697598258,3697595588,}
3697598260;{3697598237,3697598253,}
3697598463;{3697598494,}
3697598464;{3697598481,3697598494,}
3697598476;{2947332725,2947332724,}
3697598478;{3697598483,3697598481,}
3697598481;{3697598478,3697598464,}
3697598483;{5425505598,3697598478,}
3697598494;{3697598464,1891338950,3697598463,}
3697604963;{3697595611,3697604969,}
3697604965;{3697604975,3697604967,}
3697604966;{3697595564,}
3697604967;{3697604965,3697604991,}
3697604968;{3697604988,3697604970,}
3697604969;{3697604963,3697604988,}
3697604970;{3697604968,3697604974,4602291332,}
3697604971;{4602291359,697222831,2958555112,}
3697604974;{3697604970,3697604984,}
3697604975;{3697604965,265664383,265664384,}
3697604976;{3697604984,3697604978,}
3697604978;{3697604976,3697595602,}
3697604980;{4602291359,4602291292,}
3697604984;{3697604974,3697604976,}
3697604988;{3697604969,3697604968,}
3697604991;{3697604967,265664385,265664384,}
3700590925;{3630546357,3630546374,}
3700826799;{3700826802,3700826803,}
3700826800;{3700826801,1245164746,}
3700826801;{3700826803,3700826800,}
3700826802;{1245164737,1245164733,3700826799,}
3700826803;{3700826799,3700826801,}
3700847131;{4814173570,3629883851,}
3709506428;{4547021291,3709518963,}
3709506429;{3709506430,3709506431,}
3709506430;{1060188160,3709506432,3709506429,}
3709506431;{3709506429,3709506433,}
3709506432;{3709506434,3709506430,}
3709506433;{3709506431,1068556370,}
3709506434;{3709506436,3709506432,}
3709506435;{3709518975,3709506448,}
3709506436;{3709506438,3709506434,}
3709506437;{3102403710,3102403700,}
3709506438;{3709506441,3709506436,}
3709506439;{3709506440,3102403711,}
3709506440;{3709506443,3709506439,}
3709506441;{3709506442,3709506438,}
3709506442;{3709506449,3709506444,3709506441,}
3709506443;{3709506446,3709506440,}
3709506444;{3709506445,3709506442,}
3709506445;{3709506447,3709506444,}
3709506446;{3709506453,3709506443,}
3709506447;{3709506452,3709506445,}
3709506448;{3709506435,3709506457,}
3709506449;{1068556144,3102403722,3709506442,}
3709506450;{3709506451,3709506452,}
3709506451;{3709506455,3709506450,}
3709506452;{3709506450,3709506447,}
3709506453;{3709506456,3709506446,}
3709506454;{2503666984,1060188170,}
3709506455;{3709506459,3709506451,}
3709506456;{3709506458,3709506453,}
3709506457;{3709506448,2503666987,}
3709506458;{3709506460,3709506456,}
3709506459;{3709506463,3709506455,}
3709506460;{3709506461,3709506458,}
3709506461;{3709506462,3709506460,}
3709506462;{3709506464,3709506461,}
3709506463;{3709506466,3709506459,}
3709506464;{3709506467,3709506462,}
3709506465;{2503666984,}
3709506466;{3709506468,3709506463,}
3709506467;{3709506469,3709506464,}
3709506468;{3709506470,3709506466,}
3709506469;{3709506471,3709506467,}
3709506470;{2503666985,3709506471,3709506468,}
3709506471;{3709506470,1060188166,3709506469,}
3709518961;{2503666991,2503666990,}
3709518962;{2503666990,3709518965,}
3709518963;{3709506428,1060188083,}
3709518965;{3709518962,3709518967,}
3709518967;{3709518965,3709518972,}
3709518971;{1068556741,1068555779,}
3709518972;{3709518967,2503666989,}
3709518973;{3102403682,265663115,3709518974,}
3709518974;{3709518973,3709518975,}
3709518975;{3709518974,3709506435,}
3709518976;{3709518977,4230263074,1135860066,}
3709518977;{3709518976,3709518978,}
3709518978;{3709518977,3709518979,}
3709518979;{3709518978,3709518980,}
3709518980;{3709518979,3709518981,}
3709518981;{3709518980,3709518982,}
3709518982;{3709518981,3709518983,}
3709518983;{3709518982,3102404018,}
3709518984;{3102404018,}
3714046327;{3714046351,3714046330,}
3714046328;{3714046355,3714046329,}
3714046329;{3714046328,3714046342,}
3714046330;{3714046327,4579038818,}
3714046331;{3714046347,}
3714046342;{3714046329,3714046351,}
3714046347;{3714046331,4579038819,}
3714046351;{3714046342,3714046327,}
3714046355;{2947722913,2947722896,3714046328,}
3715997833;{1059211637,265663216,}
3716136950;{5396747699,1448048562,}
3717301688;{305245854,305245855,}
3717701180;{3717701182,3717701181,}
3717701181;{307666310,3717701183,3717701180,}
3717701182;{3717701183,3717701180,}
3717701183;{2973947956,3717701181,3717701182,}
3717701184;{5143380184,5102907961,}
3717701185;{5102907961,5143380183,}
3717701186;{5143380183,5102907960,}
3717792016;{3717792873,4530049710,}
3717792873;{3717792891,3717792016,}
3717792891;{3717792924,3717792873,}
3717792924;{3717792940,3717792891,}
3717792940;{3719838303,3717792924,}
3717792995;{3719838303,}
3719709258;{1067029258,3719709259,}
3719709259;{1067029173,1067029604,3719709258,}
3719709260;{1667664942,2003084805,4230045792,}
3719709269;{3719709275,}
3719709275;{3719709281,3719709269,}
3719709281;{3719709291,3719709275,}
3719709291;{3102404337,3719709281,}
3719837792;{3838886936,5143366919,}
3719837808;{1782046114,1782046120,}
3719838303;{3717792995,3717792940,}
3720575331;{3720575334,}
3720575332;{3720575340,}
3720575333;{3720575334,3720575338,}
3720575334;{3720575335,3720575331,3720575333,}
3720575335;{3720575334,3720575337,3720575336,}
3720575336;{3720575341,3720575335,}
3720575337;{3720575339,3720575335,}
3720575338;{3720575333,3720575340,}
3720575339;{4665635152,265663799,3720575337,}
3720575340;{3720575342,3720575332,3720575338,}
3720575341;{3720575342,3720575336,}
3720575342;{3720575340,3720575343,3720575341,}
3720575343;{2947722183,3720575342,2920303556,}
3721561406;{4551895909,4398994678,4773200846,}
3721561408;{1293755088,1448048543,4773200847,}
3721561409;{4764877988,1092200842,}
3721563995;{476628718,4543292101,}
3721564000;{268807411,268807412,}
3721564015;{1388479238,476628738,}
3721564079;{1783630460,1783630471,}
3721564102;{3721564105,476628738,}
3721564105;{3721564128,3721564102,}
3721564128;{1782046165,3721564105,}
3721564135;{3721564175,3721564139,}
3721564139;{3721564135,}
3721564169;{1782046195,3721564215,1782046165,}
3721564175;{1782046195,3721564135,}
3721564215;{3721564169,}
3729203030;{3202511688,2091240247,}
3729203031;{2091240247,2091240245,}
3729203032;{3202511596,3202511673,}
3729203033;{2091240236,3202511596,}
3729203034;{3729203035,2091240236,}
3729203035;{3202511601,3729203034,}
3729203036;{3729203037,3202511637,}
3729203037;{3202511653,3729203036,}
3729203038;{2091240227,3202511653,}
3731327777;{3381872910,1039422831,3731328090,}
3731327778;{3731327798,3731328100,3731328118,3731327787,}
3731327779;{3731327786,3731328124,}
3731327780;{3731327796,3731328121,}
3731327781;{3731327802,3731328106,}
3731327782;{3731328118,3731327812,}
3731327783;{3731327790,3731328123,}
3731327784;{3731327799,3731328115,}
3731327785;{3731327789,1039422721,3731328098,}
3731327786;{3731327788,3731327779,}
3731327787;{3731328111,3731327805,3731327778,3731327799,}
3731327788;{1039422643,3731327797,3731327786,}
3731327789;{3381872925,3731327785,2091240295,}
3731327790;{1039422723,3731327783,}
3731327791;{1039422786,3731327819,3731327792,}
3731327792;{3731327791,3731327795,}
3731327793;{2091240284,3731327818,}
3731327794;{3731327802,3381872910,3731328101,}
3731327795;{3731327792,3731327813,}
3731327796;{3731327801,3731327780,}
3731327797;{3731327800,3731327788,}
3731327798;{3731327810,3731327778,}
3731327799;{3731327809,3731327784,3731327787,3731327807,}
3731327800;{3731327803,3731327797,}
3731327801;{3731327815,3731327796,}
3731327802;{3381872907,3731327794,3731327781,}
3731327803;{3731328125,3731327800,}
3731327804;{3731327806,1039422653,1039422748,}
3731327805;{3731327787,3731327820,}
3731327806;{3731327808,3731327804,3731327814,}
3731327807;{3381872467,3381872484,3731327799,}
3731327808;{3731327811,3731327806,2091240286,}
3731327809;{3731327821,3731327799,}
3731327810;{3731327817,3731327798,}
3731327811;{3731327815,3731327808,3731328129,}
3731327812;{3381872893,3381872907,3731327782,}
3731327813;{3731327795,1039422822,1039422748,}
3731327814;{3731327806,}
3731327815;{3731327818,3731327811,3731327816,3731327801,}
3731327816;{3731328131,3731327815,}
3731327817;{3731327820,3381872893,3731327810,}
3731327818;{1039422821,3731327815,3731327793,3731328133,}
3731327819;{3731327791,1039422822,}
3731327820;{3731328127,3731327817,3731327805,}
3731327821;{3731327822,3731327809,}
3731327822;{3731328126,3731327824,3731327821,}
3731327823;{1039422643,1039422723,3731328119,1039422666,}
3731327824;{3731328127,3731327822,}
3731328025;{3731328027,3731328026,}
3731328026;{3731328025,3731328028,}
3731328027;{3731328032,3731328025,}
3731328028;{3731328026,3731328031,}
3731328029;{3731328030,3731328035,}
3731328030;{3731328036,3731328029,}
3731328031;{3731328028,3731328033,}
3731328032;{3731328034,3731328027,}
3731328033;{3731328031,1431221021,1431221020,}
3731328034;{3731328032,}
3731328035;{3731328029,3731328037,}
3731328036;{3731328038,3731328030,}
3731328037;{3731328035,1431221021,}
3731328038;{3731328036,}
3731328039;{3731328040,}
3731328040;{3731328041,3731328039,}
3731328041;{3731328042,3731328040,}
3731328042;{3731328043,3731328041,}
3731328043;{3731328045,3731328042,}
3731328044;{1433222871,1433222870,}
3731328045;{3731328046,3731328043,}
3731328046;{3731328047,3731328045,}
3731328047;{1433222870,3731328048,3731328049,3731328046,}
3731328048;{3731328047,1433222869,3731328064,}
3731328049;{3731328062,3731328047,}
3731328050;{1433222869,3731328052,}
3731328051;{1433222869,3731328054,3731328053,}
3731328052;{3731328050,3731328069,}
3731328053;{3731328078,3731328051,}
3731328054;{3731328051,3731328057,3731328055,}
3731328055;{3731328054,3731328087,}
3731328056;{3731328059,}
3731328057;{3731328054,1433222867,3731328058,}
3731328058;{3731328090,3731328057,}
3731328059;{3731328071,1448813779,3731328056,3731328062,}
3731328060;{2736166999,}
3731328061;{1433222867,1433222866,}
3731328062;{2091240316,3731328049,3731328059,3731328064,}
3731328063;{1433222866,1433222865,3731328065,}
3731328064;{3731328048,3731328097,3731328062,3731328069,}
3731328065;{3731328063,3731328067,}
3731328066;{2736167006,2736167003,}
3731328067;{3731328065,3731328101,}
3731328068;{3731328088,2736167006,}
3731328069;{3731328052,3731328102,3731328064,3731328078,}
3731328070;{3731328079,3731328071,}
3731328071;{3731328070,3731328059,}
3731328072;{3731328074,3731328073,}
3731328073;{3731328072,3731328081,}
3731328074;{3731328075,3731328072,}
3731328075;{3731328095,2382090802,2091240300,3731328074,}
3731328076;{3731328080,3731328077,}
3731328077;{1433222865,3731328091,3731328076,}
3731328078;{3731328108,3731328053,3731328069,3731328087,}
3731328079;{3731328089,3731328070,}
3731328080;{3731328083,3731328076,}
3731328081;{3731328073,3731328084,}
3731328082;{3731328098,2091240300,2091240298,}
3731328083;{3731328106,3731328080,}
3731328084;{3731328081,3731328086,}
3731328085;{3731328089,2091240314,3731328086,}
3731328086;{3731328084,3731328085,}
3731328087;{3731328055,3731328112,3731328078,3731328090,}
3731328088;{2736167008,3731328068,}
3731328089;{2091240316,3731328085,3731328079,}
3731328090;{3731327777,3731328058,3731328087,3731328096,}
3731328091;{3731328077,1433222864,}
3731328092;{3731328097,2091240316,}
3731328093;{1433222864,3731328094,}
3731328094;{3731328093,3731328118,}
3731328095;{3731328075,}
3731328096;{3381872905,3381872474,3731328090,}
3731328097;{3731328064,3731328099,3731328092,}
3731328098;{3731327785,3731328082,}
3731328099;{3731328102,3731328097,}
3731328100;{1433222864,3731328103,3731327778,}
3731328101;{3731328067,3731327794,3381872474,3731328106,}
3731328102;{3731328069,3731328107,3731328099,}
3731328103;{3731328100,3731328115,3731328111,}
3731328104;{3731328107,3381913550,2091240316,}
3731328105;{3731328116,2091240286,2091240284,}
3731328106;{3731327781,3731328083,3731328101,3731328118,}
3731328107;{3731328104,3731328108,3731328102,}
3731328108;{3731328078,3731328117,3731328113,3731328107,}
3731328109;{3381913557,3731328110,}
3731328110;{3731328109,3731328119,}
3731328111;{3731328103,3731327787,}
3731328112;{3731328087,1039422831,}
3731328113;{1039422831,3731328108,}
3731328114;{3731328124,3381913557,}
3731328115;{3731328103,1433222863,3731327784,}
3731328116;{3731328121,3731328105,}
3731328117;{1039422831,3381913550,3731328108,3731328120,}
3731328118;{3731328094,3731327782,3731328106,3731327778,}
3731328119;{3731328110,3731327823,}
3731328120;{1039422721,1039422831,3731328117,3731328122,}
3731328121;{3731327780,3731328116,}
3731328122;{1039422831,1039422786,3731328120,}
3731328123;{3731327783,2091240275,}
3731328124;{3731327779,3731328114,}
3731328125;{1039422647,3731327803,}
3731328126;{3731327822,3731328128,}
3731328127;{1433222861,3731327820,3731327824,}
3731328128;{3381872484,1433222861,3731328126,}
3731328129;{3923788041,3731328130,3731327811,}
3731328130;{3731328129,1039422654,}
3731328131;{3731328132,3731327816,}
3731328132;{1039422654,3731328133,3731328131,}
3731328133;{3731328132,1039422754,3731327818,}
3731328134;{1039422666,1039422672,}
3735775961;{471512493,2701317283,3649524258,}
3737565728;{1446865319,1446865366,}
3745207213;{3008394132,1266741360,}
3747391579;{3652964685,3786266438,}
3751424452;{1225162929,388397265,}
3751424701;{3082872633,}
3751523537;{1192465699,1192465695,}
3751584612;{3751589191,}
3751584615;{3751589226,3751589190,}
3751588192;{3751588193,2907928813,}
3751588193;{3751588194,3751588192,}
3751588194;{4086420467,3751588193,}
3751588197;{3751588207,4086420467,}
3751588199;{4087616293,4087616294,3751588201,}
3751588201;{3751588205,3751588199,}
3751588202;{3751588203,3751588206,}
3751588203;{2907928888,3751588202,}
3751588205;{3751588206,3751588201,}
3751588206;{3751588202,3751588205,}
3751588207;{3751588209,3751588197,}
3751588209;{3751588211,3751588207,}
3751588211;{3751588214,3751588209,}
3751588214;{3751588529,3751588211,}
3751588220;{4086420468,4795319921,}
3751588526;{3751588534,}
3751588529;{3751588535,3751588214,}
3751588533;{4086420468,2907928811,}
3751588534;{2907928387,3751588526,}
3751588535;{3751588538,3751588529,}
3751588536;{2907928859,2907928851,}
3751588537;{3751588541,1791453049,}
3751588538;{3751588542,3751588535,}
3751588539;{3751588540,2907928387,}
3751588540;{2907928851,3751588539,}
3751588541;{3751588549,3751588537,}
3751588542;{5007913661,3751588538,}
3751588543;{3751588545,2907928851,}
3751588544;{3751588546,5007913661,}
3751588545;{3751588547,3751588543,}
3751588546;{3751588551,3751588544,}
3751588547;{3751588548,2907928828,3751588545,}
3751588548;{3751588547,3751588552,}
3751588549;{3751588595,3751588541,}
3751588550;{3751588553,2907928828,}
3751588551;{3751588560,3751588546,}
3751588552;{3751588548,3751588569,}
3751588553;{3751588573,3751588550,}
3751588560;{3751588570,3751588551,}
3751588569;{3751588552,3751588570,}
3751588570;{3751588569,3751588560,}
3751588573;{3751588579,3751588553,}
3751588579;{3751588589,3751588573,}
3751588589;{3751588593,3751588579,}
3751588593;{3751588594,3751588589,}
3751588594;{3751588596,3751588593,}
3751588595;{3751588597,3751588549,}
3751588596;{3751588598,3751588594,}
3751588597;{3751588600,3751588595,}
3751588598;{3751588599,3751588596,}
3751588599;{2907928835,3751588598,}
3751588600;{3751588602,3751588597,}
3751588601;{3751588602,}
3751588602;{3751588601,3751588600,}
3751588603;{1667636547,4087605298,}
3751588605;{1667636559,3751588608,}
3751588606;{1577154302,1577154285,}
3751588607;{1577154336,1577154310,}
3751588608;{3751588605,}
3751588631;{1667636573,3751588632,}
3751588632;{3751588631,}
3751588633;{3751588635,3751588634,}
3751588634;{3751588633,3751588639,}
3751588635;{3751588637,3751588633,}
3751588636;{1667636581,}
3751588637;{3751588638,3751588635,}
3751588638;{4085123346,3751588637,3751588644,}
3751588639;{3751588634,3751588642,}
3751588641;{3751588643,3751588645,}
3751588642;{3751588639,3751588643,}
3751588643;{3751588642,3751588641,}
3751588644;{4085123347,3751588638,}
3751588645;{3751588641,3751588649,}
3751588646;{3751588648,4085123346,}
3751588647;{3751588648,}
3751588648;{3751588647,3751588646,}
3751588649;{3751588645,3751588653,}
3751588650;{3751588651,4085123347,}
3751588651;{4085123350,3751588650,}
3751588652;{4085123351,4085123350,}
3751588653;{3751588649,3751588655,}
3751588655;{3751588653,3751588657,}
3751588656;{4085123352,4085123351,}
3751588657;{3751588655,3751588659,}
3751588659;{3751588657,3751588662,}
3751588660;{3751588664,4085123352,}
3751588661;{3751588663,1667636618,}
3751588662;{3751588659,3751588663,}
3751588663;{3751588662,3751588661,}
3751588664;{3751588668,3751588660,}
3751588665;{1667636636,1667636619,3751588671,}
3751588668;{3751588689,3751588664,}
3751588671;{3751588665,1669915823,}
3751588682;{3751588685,1667636632,}
3751588685;{3751588690,3751588682,}
3751588687;{1669915823,1669915883,}
3751588689;{3751588703,3751588668,}
3751588690;{3751588695,3751588685,}
3751588691;{3751588719,}
3751588695;{3751588696,3751588690,}
3751588696;{3751588700,3751588695,}
3751588698;{3751588708,1667636636,3751588711,}
3751588700;{3751588705,3751588696,}
